0 0
0.464646 0
0.929293 0
1.39394 0.00267729
1.85859 0.00550234
2.32323 0.0808754
2.78788 0.146924
3.25253 0.194229
3.71717 0.334015
4.18182 0.341376
4.64646 0.451199
5.11111 0.454153
5.57576 0.536377
6.0404 0.518713
6.50505 0.658897
6.9697 0.530915
7.43434 0.551756
7.89899 0.714264
8.36364 0.808597
8.82828 0.693681
9.29293 0.747874
9.75758 0.582272
10.2222 0.594756
10.6869 0.708448
11.1515 0.875206
11.6162 0.663775
12.0808 0.824086
12.5455 0.545868
13.0101 0.601995
13.4747 0.77541
13.9394 0.765233
14.404 0.478298
14.8687 0.875408
15.3333 0.774565
15.798 0.62735
16.2626 0.608353
16.7273 0.65189
17.1919 0.698984
17.6566 0.606567
18.1212 0.730806
18.5859 0.753735
19.0505 0.892015
19.5152 0.679258
19.9798 0.636894
20.4444 0.633595
20.9091 0.661173
21.3737 0.617895
21.8384 0.760212
22.303 0.66975
22.7677 0.82147
23.2323 0.752492
23.697 0.630862
24.1616 0.704421
24.6263 0.691587
25.0909 0.827312
25.5556 0.773216
26.0202 0.767235
26.4848 0.726268
26.9495 0.583733
27.4141 0.738072
27.8788 0.850069
28.3434 0.675943
28.8081 0.643081
29.2727 0.698152
29.7374 0.648272
30.202 0.854449
30.6667 0.609907
31.1313 0.555029
31.596 0.753794
32.0606 0.772164
32.5253 0.718091
32.9899 0.723729
33.4545 0.77952
33.9192 0.672186
34.3838 0.763351
34.8485 0.644209
35.3131 0.756447
35.7778 0.733744
36.2424 0.819098
36.7071 0.812325
37.1717 0.698521
37.6364 0.632083
38.101 0.52501
38.5657 0.821516
39.0303 0.772329
39.4949 0.612666
39.9596 0.672857
40.4242 0.662946
40.8889 0.663898
41.3535 0.655926
41.8182 0.60826
42.2828 0.742428
42.7475 0.541266
43.2121 0.500455
43.6768 0.369747
44.1414 0.443121
44.6061 0.267265
45.0707 0.216683
45.5354 0.236943
46 0.0591788
